study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
hmb,mb_a0800d,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800e,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800f,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800g,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800h,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800i,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800j,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900a,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900b,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900c,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900d,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900e,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900f,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900g,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900h,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900i,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0900j,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Father speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su padre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=27,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1000,1,respondent,survey,single,hmb,true,Where was your maternal on your mother's side born?,,¿Dónde nació su abuela por parte de su mama?,,question_order=28,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1100,1,respondent,survey,single,hmb,true,What department in Honduras?,,¿Qué departamento en Honduras?,,question_order=29,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1200,1,respondent,survey,single,hmb,true,If Copan: What municipality?,,¿Qué municipio?,,question_order=30,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1300,1,respondent,survey,single,hmb,true,Another country: specify,,¿Qué país?,,question_order=31,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400a,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400b,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400c,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400d,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400e,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400f,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400g,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400h,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400i,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1400j,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandmother on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuela por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=32,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1500,1,respondent,survey,single,hmb,true,Where was your maternal grandfather born?,,¿Dónde nació su abuelo por parte de su mama?,,question_order=33,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1600,1,respondent,survey,single,hmb,true,What department in Honduras?,,¿Qué departamento en Honduras?,,question_order=34,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1700,1,respondent,survey,single,hmb,true,If Copan: What municipality?,,¿Qué municipio?,,question_order=35,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1800,1,respondent,survey,single,hmb,true,Another country: specify,,¿Qué país?,,question_order=36,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1900a,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandfather on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuelo por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=37,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1900b,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandfather on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuelo por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=37,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1900c,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandfather on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuelo por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=37,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a1900d,1,respondent,survey,multi,hmb,true,"What language or languages does/did your grandfather on your mother's side speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did he speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su abuelo por parte de su mama? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿El habla/hablaba alguna otra lengua o idioma?",,question_order=37,hmb_codebook_cohort1_baseline_v3.xlsx
